Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,StudentID
female,group D,master's degree,free/reduced,none,single,regularly,yes,1.0,private,5 - 10,41,61,57,299
female,group B,some high school,standard,none,married,sometimes,yes,3.0,school_bus,< 5,79,80,78,300
male,group A,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,70,71,67,301
female,group C,bachelor's degree,standard,none,married,regularly,no,1.0,private,5 - 10,88,93,89,302
male,group D,some high school,free/reduced,none,married,regularly,no,2.0,school_bus,< 5,61,48,52,303
female,group B,some high school,standard,completed,divorced,regularly,yes,3.0,private,5 - 10,55,61,63,304
female,group B,master's degree,free/reduced,completed,single,sometimes,yes,3.0,school_bus,5 - 10,77,97,94,305
female,group C,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,76,87,85,306
female,group E,some college,standard,completed,divorced,never,yes,1.0,school_bus,5 - 10,64,72,71,307
female,group D,some high school,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,67,79,79,308
female,group B,high school,free/reduced,completed,married,sometimes,no,5.0,school_bus,5 - 10,67,78,79,309
female,group C,associate's degree,standard,none,single,sometimes,yes,4.0,private,5 - 10,91,86,84,310
male,group C,some high school,free/reduced,completed,single,sometimes,yes,4.0,school_bus,< 5,54,60,58,311
female,group D,bachelor's degree,free/reduced,none,single,sometimes,no,2.0,private,< 5,28,40,46,312
female,group C,associate's degree,standard,none,married,never,no,1.0,private,5 - 10,60,72,68,313
female,group C,some high school,standard,none,married,never,yes,2.0,private,5 - 10,45,53,51,314
male,group E,associate's degree,standard,completed,single,sometimes,yes,2.0,school_bus,< 5,60,60,56,315
female,group E,associate's degree,standard,completed,married,sometimes,no,4.0,school_bus,5 - 10,79,88,94,316
male,group B,high school,standard,completed,married,sometimes,no,1.0,school_bus,> 10,75,70,69,317
female,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,5.0,private,5 - 10,66,83,83,318
female,group D,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,49,65,60,319
male,group A,associate's degree,standard,completed,married,sometimes,no,3.0,school_bus,> 10,99,93,87,320
male,group C,high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,75,69,68,321
female,group D,associate's degree,standard,none,single,regularly,no,2.0,private,> 10,86,97,93,322
male,group E,some high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,80,84,82,323
female,group A,some high school,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,92,100,97,324
male,group C,high school,standard,completed,divorced,regularly,yes,2.0,private,< 5,71,66,64,325
female,group C,high school,free/reduced,none,married,regularly,no,5.0,school_bus,< 5,61,66,64,326
male,group C,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,77,72,69,327
male,group B,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,5 - 10,89,91,90,328
male,group D,some college,free/reduced,none,married,regularly,no,2.0,private,5 - 10,79,62,65,329
male,group E,associate's degree,standard,none,divorced,regularly,yes,1.0,private,> 10,56,46,41,330
male,group C,master's degree,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,63,69,69,331
female,group B,associate's degree,free/reduced,none,single,sometimes,no,2.0,school_bus,< 5,51,68,68,332
male,group D,some high school,standard,none,married,sometimes,yes,2.0,school_bus,> 10,75,66,63,333
female,group C,some college,standard,none,single,regularly,yes,3.0,school_bus,> 10,66,76,77,334
male,group C,bachelor's degree,standard,completed,married,regularly,no,2.0,school_bus,< 5,95,89,92,335
male,group B,associate's degree,standard,none,divorced,sometimes,no,2.0,school_bus,< 5,46,42,44,336
female,group E,bachelor's degree,free/reduced,completed,single,never,no,4.0,private,5 - 10,89,98,97,337
male,group B,high school,free/reduced,none,married,regularly,yes,6.0,private,< 5,62,47,47,338
male,group A,bachelor's degree,standard,none,married,never,yes,1.0,school_bus,5 - 10,88,94,89,339
male,group A,some college,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,61,51,52,340
female,group B,high school,standard,none,married,sometimes,yes,1.0,school_bus,< 5,78,89,87,341
female,group B,some college,free/reduced,completed,single,sometimes,no,1.0,school_bus,> 10,49,56,59,342
female,group D,master's degree,standard,none,married,regularly,no,3.0,school_bus,< 5,52,60,68,343
female,group D,some high school,standard,none,married,sometimes,no,2.0,school_bus,< 5,78,95,94,344
female,group E,some high school,standard,none,divorced,never,yes,3.0,school_bus,5 - 10,74,77,78,345
female,group D,bachelor's degree,free/reduced,none,widowed,sometimes,yes,1.0,school_bus,5 - 10,63,73,78,346
female,group A,high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,55,73,73,347
female,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,school_bus,< 5,43,62,62,348
male,group C,some college,free/reduced,none,widowed,sometimes,no,3.0,private,< 5,56,56,52,349
female,group C,bachelor's degree,standard,completed,married,regularly,no,2.0,private,5 - 10,94,100,100,350
female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1.0,school_bus,> 10,57,80,73,351
male,group B,high school,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,30,24,15,352
female,group D,high school,standard,none,married,sometimes,yes,4.0,school_bus,> 10,71,78,74,353
female,group D,some high school,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,65,82,81,354
female,group C,high school,standard,none,divorced,sometimes,no,1.0,school_bus,5 - 10,29,29,30,355
female,group E,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,76,78,80,356
male,group D,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,60,57,51,357
male,group C,some high school,standard,none,divorced,sometimes,yes,3.0,private,< 5,72,70,60,358
female,group C,master's degree,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,40,59,55,359
female,group B,associate's degree,standard,none,married,regularly,no,1.0,school_bus,< 5,57,62,65,360
male,group D,some college,free/reduced,completed,married,sometimes,yes,5.0,school_bus,5 - 10,69,60,63,361
female,group C,some college,standard,none,married,sometimes,yes,3.0,school_bus,< 5,56,58,64,362
male,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,private,< 5,91,88,89,363
female,group A,associate's degree,standard,none,married,sometimes,no,4.0,school_bus,5 - 10,82,93,93,364
female,group C,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,60,68,72,365
male,group D,master's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,95,82,86,366
female,group C,high school,free/reduced,none,single,sometimes,yes,2.0,school_bus,> 10,36,61,55,367
male,group C,high school,free/reduced,completed,married,sometimes,yes,2.0,private,> 10,59,51,53,368
male,group A,some college,standard,completed,divorced,never,yes,4.0,private,5 - 10,97,94,83,369
male,group B,associate's degree,free/reduced,completed,divorced,never,yes,1.0,school_bus,5 - 10,66,68,61,370
male,group D,some college,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,50,57,47,371
female,group C,some high school,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,45,51,56,372
male,group D,some college,standard,none,single,never,yes,1.0,private,5 - 10,64,63,68,373
male,group B,high school,standard,none,widowed,regularly,yes,2.0,private,5 - 10,81,60,66,374
female,group B,bachelor's degree,standard,completed,married,sometimes,yes,2.0,school_bus,> 10,67,75,82,375
female,group C,high school,standard,none,married,sometimes,no,5.0,school_bus,5 - 10,75,88,85,376
male,group A,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,71,74,64,377
male,group D,high school,standard,none,single,sometimes,no,3.0,school_bus,> 10,42,52,52,378
female,group B,some high school,free/reduced,none,married,never,yes,2.0,private,< 5,67,78,75,379
male,group B,high school,standard,none,single,sometimes,yes,1.0,school_bus,< 5,67,64,58,380
female,group B,bachelor's degree,standard,completed,married,never,yes,1.0,school_bus,5 - 10,63,79,78,381
female,group A,high school,standard,completed,married,regularly,yes,7.0,private,5 - 10,70,81,77,382
female,group D,some college,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,82,84,96,383
female,group A,associate's degree,standard,completed,single,sometimes,no,2.0,school_bus,5 - 10,65,70,74,384
female,group B,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,73,79,79,385
male,group C,associate's degree,free/reduced,none,married,sometimes,no,5.0,school_bus,> 10,79,68,65,386
male,group D,some high school,standard,none,married,sometimes,no,1.0,school_bus,> 10,71,66,62,387
male,group D,associate's degree,standard,none,divorced,sometimes,yes,4.0,private,5 - 10,90,87,85,388
female,group D,some college,free/reduced,none,divorced,regularly,yes,2.0,private,< 5,54,70,69,389
female,group C,some college,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,63,73,71,390
female,group B,bachelor's degree,free/reduced,none,married,sometimes,no,4.0,school_bus,< 5,74,83,85,391
male,group D,associate's degree,standard,completed,single,sometimes,yes,3.0,private,5 - 10,81,72,77,392
female,group C,high school,free/reduced,none,married,never,no,2.0,school_bus,< 5,62,73,64,393
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,< 5,50,56,49,394
female,group C,some college,standard,none,married,regularly,yes,1.0,private,5 - 10,71,79,77,395
female,group D,high school,standard,completed,divorced,regularly,yes,2.0,private,5 - 10,71,78,79,396
female,group D,high school,standard,none,divorced,regularly,yes,6.0,school_bus,< 5,66,71,74,397
male,group B,high school,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,63,55,55,398
female,group E,master's degree,standard,completed,single,sometimes,yes,2.0,school_bus,> 10,97,100,100,399
male,group E,some college,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10,85,75,68,400
male,group A,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,53,58,44,401
male,group E,some college,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,93,90,83,402
female,group C,associate's degree,standard,none,married,never,yes,5.0,school_bus,5 - 10,47,52,51,403
female,group E,associate's degree,free/reduced,none,married,sometimes,no,1.0,private,< 5,70,74,76,404
female,group D,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,79,78,74,405
female,group C,some high school,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,49,63,56,406
female,group D,associate's degree,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,57,78,79,407
male,group C,high school,free/reduced,none,divorced,never,yes,3.0,private,5 - 10,64,65,57,408
female,group E,bachelor's degree,standard,completed,single,regularly,yes,4.0,school_bus,5 - 10,81,82,84,409
female,group B,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,< 5,57,62,62,410
male,group D,high school,standard,none,married,regularly,yes,2.0,private,5 - 10,47,34,36,411
male,group D,high school,standard,none,married,never,yes,2.0,school_bus,< 5,83,84,75,412
female,group D,associate's degree,free/reduced,completed,divorced,sometimes,yes,0.0,school_bus,5 - 10,42,61,58,413
female,group E,some high school,standard,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,80,85,85,414
female,group D,some college,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,98,100,99,415
male,group D,master's degree,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,79,81,84,416
female,group B,some high school,standard,completed,married,regularly,no,1.0,school_bus,> 10,63,72,77,417
female,group B,associate's degree,free/reduced,completed,married,regularly,yes,0.0,private,< 5,75,93,87,418
female,group C,associate's degree,standard,completed,single,sometimes,yes,4.0,private,5 - 10,96,96,99,419
female,group C,some college,free/reduced,none,married,regularly,no,2.0,private,5 - 10,63,73,71,420
male,group D,some high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,56,59,60,421
male,group C,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,51,48,43,422
male,group B,some college,standard,none,divorced,sometimes,yes,4.0,school_bus,> 10,48,43,41,423
male,group E,some high school,standard,completed,married,regularly,yes,0.0,school_bus,5 - 10,70,51,58,424
female,group D,high school,free/reduced,none,single,sometimes,yes,1.0,private,< 5,70,90,82,425
male,group C,some college,standard,none,single,regularly,no,3.0,private,< 5,52,38,37,426
female,group B,associate's degree,free/reduced,completed,divorced,sometimes,yes,5.0,private,< 5,65,75,78,427
female,group C,some college,standard,completed,married,never,yes,2.0,private,> 10,86,88,93,428
female,group E,some college,free/reduced,none,married,never,yes,1.0,school_bus,> 10,52,57,56,429
male,group C,high school,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,62,60,56,430
female,group C,high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,81,84,82,431
female,group C,associate's degree,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,59,73,72,432
male,group B,some college,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,56,55,48,433
male,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,69,64,68,434
male,group B,some college,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,87,84,86,435
female,group C,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,77,90,85,436
male,group C,associate's degree,free/reduced,none,single,regularly,yes,4.0,school_bus,5 - 10,59,55,54,437
female,group E,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,> 10,86,96,93,438
male,group D,some college,standard,none,married,sometimes,no,2.0,private,> 10,56,58,53,439
female,group D,some college,free/reduced,completed,married,regularly,yes,5.0,private,5 - 10,53,59,66,440
female,group C,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,53,72,64,441
male,group D,some high school,standard,completed,single,never,no,4.0,school_bus,5 - 10,75,79,83,442
female,group B,high school,standard,none,divorced,never,yes,2.0,private,5 - 10,60,61,61,443
male,group D,some college,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,60,63,59,444
female,group B,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,74,72,72,445
male,group B,high school,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10,76,62,60,446
female,group D,some high school,standard,none,married,never,yes,1.0,private,> 10,67,70,74,447
