,property_type,state,lat,lon,area_m2,price_usd
686,house,Veracruz de Ignacio de la Llave,20.9673656268,-97.3916879296,120.0,44783.51
687,apartment,Distrito Federal,19.391819,-99.188639,84.0,71653.61
688,apartment,Distrito Federal,19.375412,-99.144234,60.0,105372.96
689,house,Morelos,23.634501,-102.552788,180.0,63223.78
690,apartment,Distrito Federal,19.496076,-99.204251,60.0,36260.68
691,house,Sinaloa,24.8053549677,-107.4623677164,95.0,44794.13
692,apartment,Distrito Federal,19.309196,-99.219505,110.0,121863.83
693,house,Morelos,18.842861,-99.225906,120.0,105372.96
694,house,Veracruz de Ignacio de la Llave,25.51485,-103.389699,140.0,51632.75
695,house,Jalisco,20.532264,-103.484418,175.0,121178.91
696,house,Morelos,18.9289862,-99.1802147,100.0,47417.83
697,house,Yucatán,21.0284038368,-89.6530058049,81.0,39524.23
698,house,San Luis Potosí,22.11830417,-101.0321938992,360.0,245050.24
699,house,Estado de México,19.233201,-99.558519,115.0,110667.85
